Orientation.of.counted.reads.relative.to.the.strand.location.of.the.annotation	Sequence.name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Harboring_replicate_1	Harboring_replicate_2	Harboring_replicate_3	Steady_state_replicate_1	Steady_state_replicate_2	Steady_state_replicate_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_007795.1	RefSeq	CDS	2021257	2021739	.	-	0	ID=cds-YP_500638.1;Parent=gene-SAOUHSC_02148;Dbxref=Genbank:YP_500638.1,GeneID:3921845;Name=YP_500638.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02148;product=hypothetical protein;protein_id=YP_500638.1;transl_table=11	0	6	3	85	2929.5	418.5	37.8344299777529	-1.40086312553949	0.773813386140531	-1.81033715703269	0.0702435182281916	0.230078497968595
sense	NC_007795.1	RefSeq	CDS	2021874	2022398	.	-	0	ID=cds-YP_500639.1;Parent=gene-SAOUHSC_02149;Dbxref=Genbank:YP_500639.1,GeneID:3921846;Name=YP_500639.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02149;product=hypothetical protein;protein_id=YP_500639.1;transl_table=11	3	10	10	151	5413.5	840	83.0086981137041	-0.911614469948588	0.626602662981856	-1.45485253064586	0.145710091772339	0.371038145082729
sense	NC_007795.1	RefSeq	CDS	2022519	2023082	.	+	0	ID=cds-YP_500640.1;Parent=gene-SAOUHSC_02150;Dbxref=Genbank:YP_500640.1,GeneID:3921847;Name=YP_500640.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02150;product=hypothetical protein;protein_id=YP_500640.1;transl_table=11	17	89	63	497.5	9056.5	8355	431.399343303278	-0.268533254153612	0.638982275937972	-0.420251490950085	0.674301742887807	0.839919714825163
sense	NC_007795.1	RefSeq	CDS	2023148	2023888	.	-	0	ID=cds-YP_500641.1;Parent=gene-SAOUHSC_02151;Dbxref=Genbank:YP_500641.1,GeneID:3921848;Name=YP_500641.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02151;product=hypothetical protein;protein_id=YP_500641.1;transl_table=11	1	30.5	11	345	3300	737.5	99.5936058748033	-0.387273039564205	0.696241998067014	-0.556233379542452	0.578051323203756	0.787480752942363
sense	NC_007795.1	RefSeq	CDS	2023888	2024760	.	-	0	ID=cds-YP_500642.1;Parent=gene-SAOUHSC_02152;Dbxref=Genbank:YP_500642.1,GeneID:3921849;Name=YP_500642.1;Note=ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02152;product=ABC transporter ATP-binding protein;protein_id=YP_500642.1;transl_table=11	13.5	46	25	1141	13869	2189	311.7966744411	-0.896394179500339	0.563177444592023	-1.59167272785526	0.111458259242749	0.312134846649646
sense	NC_007795.1	RefSeq	CDS	2024757	2025437	.	-	0	ID=cds-YP_500643.1;Parent=gene-SAOUHSC_02153;Dbxref=Genbank:YP_500643.1,GeneID:3921850;Name=YP_500643.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02153;product=hypothetical protein;protein_id=YP_500643.1;transl_table=11	0.5	2.5	7	106	1331.5	163	27.5805011571985	-0.734350850589163	0.837533539890666	-0.876801722692834	0.380594343253239	0.641140784796454
sense	NC_007795.1	RefSeq	CDS	2025438	2026334	.	-	0	ID=cds-YP_500644.1;Parent=gene-SAOUHSC_02154;Dbxref=Genbank:YP_500644.1,GeneID:3921851;Name=YP_500644.1;Note=ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02154;product=ABC transporter ATP-binding protein;protein_id=YP_500644.1;transl_table=11	6	23	11.5	275.5	7213	688	122.023057016554	-0.487823608720195	0.623237048368862	-0.782725625822354	0.433788250563255	0.684869088855264
sense	NC_007795.1	RefSeq	CDS	2026331	2026711	.	-	0	ID=cds-YP_500645.1;Parent=gene-SAOUHSC_02155;Dbxref=Genbank:YP_500645.1,GeneID:3921852;Name=YP_500645.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02155;product=hypothetical protein;protein_id=YP_500645.1;transl_table=11	1	29	13.5	333.5	7583	816	123.948894749878	-0.750471825934653	0.692646982761411	-1.08348385918424	0.278593711376103	0.545880859790513
sense	NC_007795.1	RefSeq	CDS	2026970	2027146	.	-	0	ID=cds-YP_500646.1;Parent=gene-SAOUHSC_02156;Dbxref=Genbank:YP_500646.1,GeneID:3921853;Name=YP_500646.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02156;product=hypothetical protein;protein_id=YP_500646.1;transl_table=11	4	50	34	206	976	1825	146.272501441057	0.705945635115487	0.741727469166989	0.951758785350519	0.341219328561201	0.604331224612428
sense	NC_007795.1	RefSeq	CDS	2027389	2027487	.	-	0	ID=cds-YP_500647.1;Parent=gene-SAOUHSC_02157;Dbxref=Genbank:YP_500647.1,GeneID:3921854;Name=YP_500647.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02157;product=hypothetical protein;protein_id=YP_500647.1;transl_table=11	10	18	33	454	1510	970.5	142.291243217201	0.305514599136714	0.687622153410326	0.444305928221606	0.656821415773053	0.83299308215558
sense	NC_007795.1	RefSeq	CDS	2027687	2028973	.	+	0	ID=cds-YP_500648.1;Parent=gene-SAOUHSC_02158;Dbxref=Genbank:YP_500648.1,GeneID:3921855;Name=YP_500648.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02158;product=hypothetical protein;protein_id=YP_500648.1;transl_table=11	11	68	59	1293.5	11292.5	5211.5	412.309845009408	-0.695172754743703	0.540481864575329	-1.28620921497508	0.198370055912683	0.450061386253024
sense	NC_007795.1	RefSeq	CDS	2029297	2029587	.	-	0	ID=cds-YP_500649.1;Parent=gene-SAOUHSC_02160;Dbxref=Genbank:YP_500649.1,GeneID:3921856;Name=YP_500649.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02160;product=hypothetical protein;protein_id=YP_500649.1;transl_table=11	38	102.5	84	1009.5	10854.75	5558.08333333333	527.003502041753	0.252821121716051	0.493349369299604	0.51245858908257	0.608330095372302	0.806429901278823
sense	NC_007795.1	RefSeq	CDS	2029598	2031352	.	-	0	ID=cds-YP_500650.1;Parent=gene-SAOUHSC_02161;Dbxref=Genbank:YP_500650.1,GeneID:3921857;Name=YP_500650.1;Note=MHC class II analog protein;gbkey=CDS;locus_tag=SAOUHSC_02161;product=MHC class II analog protein;protein_id=YP_500650.1;transl_table=11	41	141	157.5	1021.5	12136.9583333333	5843.33333333333	660.15745433796	0.679363550815999	0.487699157561768	1.39299717927021	0.163620643661643	0.402947466394104
sense	NC_007795.1	RefSeq	CDS	2032310	2032489	.	+	0	ID=cds-YP_500652.1;Parent=gene-SAOUHSC_02164;Dbxref=Genbank:YP_500652.1,GeneID:3921859;Name=YP_500652.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02164;product=hypothetical protein;protein_id=YP_500652.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2032800	2033060	.	+	0	ID=cds-YP_500654.1;Parent=gene-SAOUHSC_02166;Dbxref=Genbank:YP_500654.1,GeneID:3921861;Name=YP_500654.1;Note=hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02166;product=hypothetical protein;protein_id=YP_500654.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2033113	2033463	.	-	0	ID=cds-YP_500655.1;Parent=gene-SAOUHSC_02167;Dbxref=Genbank:YP_500655.1,GeneID:3921862;Name=YP_500655.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02167;product=hypothetical protein;protein_id=YP_500655.1;transl_table=11	0	0	0	1.5	0	0	0.166667803493453	0.656017003010495	1.25624301658763	0.522205492367595	0.601527262318846	NA
sense	NC_007795.1	RefSeq	CDS	2034146	2034595	.	+	0	ID=cds-YP_500656.1;Parent=gene-SAOUHSC_02169;Dbxref=Genbank:YP_500656.1,GeneID:3921863;Name=YP_500656.1;Note=secreted protein that specifically inhibits the activation of neutrophils and monocytes by binding to the formylated peptide receptor and the C5a receptor%3B blocks neutrophil migration towards the infection site and hinders the establishment of the initial defense against the infection;gbkey=CDS;locus_tag=SAOUHSC_02169;product=chemotaxis-inhibiting protein CHIPS;protein_id=YP_500656.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2034690	2034986	.	-	0	ID=cds-YP_500657.1;Parent=gene-SAOUHSC_02170;Dbxref=Genbank:YP_500657.1,GeneID:3921864;Name=YP_500657.1;Note=peptidoglycan hydrolase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02170;product=peptidoglycan hydrolase;protein_id=YP_500657.1;transl_table=11	0	0	0	0	2	0	0.0100918118855862	1.25158838808972	1.25171550996391	0.999898441879818	0.317359658542455	NA
sense	NC_007795.1	RefSeq	CDS	2035675	2036166	.	-	0	ID=cds-YP_500658.1;Parent=gene-SAOUHSC_02171;Dbxref=Genbank:YP_500658.1,GeneID:3921865;Name=YP_500658.1;Note=staphylokinase precursor%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02171;product=staphylokinase;protein_id=YP_500658.1;transl_table=11	0	0	0	1	3	0	0.0984716195751059	0.832468017883193	1.25519851313459	0.663216223706544	0.507192082371718	NA
sense	NC_007795.1	RefSeq	CDS	2036357	2037112	.	-	0	ID=cds-YP_500659.1;Parent=gene-SAOUHSC_02173;Dbxref=Genbank:YP_500659.1,GeneID:3921866;Name=YP_500659.1;Note=amidase;gbkey=CDS;locus_tag=SAOUHSC_02173;product=amidase;protein_id=YP_500659.1;transl_table=11	0	0	0	0	2.5	0	0.0100918118855862	1.25158838808972	1.25171550996391	0.999898441879818	0.317359658542455	NA
sense	NC_007795.1	RefSeq	CDS	2037124	2037378	.	-	0	ID=cds-YP_500660.1;Parent=gene-SAOUHSC_02174;Dbxref=Genbank:YP_500660.1,GeneID:3921867;Name=YP_500660.1;Note=holin%2C phage phi LC3 family;gbkey=CDS;locus_tag=SAOUHSC_02174;product=phage phi LC3 family holin;protein_id=YP_500660.1;transl_table=11	0	0	0	0	3.5	0	0.0201836237711724	1.17836935901861	1.25225710368898	0.940996346155506	0.346706731635128	NA
sense	NC_007795.1	RefSeq	CDS	2037430	2037537	.	+	0	ID=cds-YP_500661.1;Parent=gene-SAOUHSC_02175;Dbxref=Genbank:YP_500661.1,GeneID:3921868;Name=YP_500661.1;Note=hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02175;product=hypothetical protein;protein_id=YP_500661.1;transl_table=11	0	0	0	2.83333333333333	9.33333333333333	6	0.403477575503312	0.402890931123178	1.33451075791945	0.301901598568825	0.762727077107469	NA
sense	NC_007795.1	RefSeq	CDS	2037590	2037766	.	-	0	ID=cds-YP_500662.1;Parent=gene-SAOUHSC_02176;Dbxref=Genbank:YP_500662.1,GeneID:3921869;Name=YP_500662.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02176;product=hypothetical protein;protein_id=YP_500662.1;transl_table=11	1.5	1	1	100.833333333333	271.166666666667	208.5	21.2485372951334	-1.00753353335509	0.947988158056242	-1.0628123619402	0.287867052335559	0.554175929206868
sense	NC_007795.1	RefSeq	CDS	2037916	2038212	.	-	0	ID=cds-YP_500663.1;Parent=gene-SAOUHSC_02177;Dbxref=Genbank:YP_500663.1,GeneID:3921870;Name=YP_500663.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02177;product=hypothetical protein;protein_id=YP_500663.1;transl_table=11	0.5	0	0	0	1	0	0.00504590594279309	1.28749646901474	1.25159855988453	1.02868164783885	0.303629296566428	NA
sense	NC_007795.1	RefSeq	CDS	2038270	2038557	.	-	0	ID=cds-YP_500664.1;Parent=gene-SAOUHSC_02178;Dbxref=Genbank:YP_500664.1,GeneID:3919545;Name=YP_500664.1;Note=phi PVL orf 22-like protein;gbkey=CDS;locus_tag=SAOUHSC_02178;product=phi PVL orf 22-like protein;protein_id=YP_500664.1;transl_table=11	0	0	0	1	2.5	1.5	0.129446619224978	0.736959026139136	1.25579541637833	0.586846405495333	0.557306867137176	NA
sense	NC_007795.1	RefSeq	CDS	2038604	2038756	.	-	0	ID=cds-YP_500665.1;Parent=gene-SAOUHSC_02179;Dbxref=Genbank:YP_500665.1,GeneID:3919546;Name=YP_500665.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02179;product=hypothetical protein;protein_id=YP_500665.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2038746	2042531	.	-	0	ID=cds-YP_500666.1;Parent=gene-SAOUHSC_02180;Dbxref=Genbank:YP_500666.1,GeneID:3919547;Name=YP_500666.1;Note=phage minor structural protein%2C N-terminal region domain protein;gbkey=CDS;locus_tag=SAOUHSC_02180;product=phage minor structural protein;protein_id=YP_500666.1;transl_table=11	3.5	0	0	11	51.5	9.83333333333333	12.9365813653913	2.11715981576016	1.11179562066212	1.90427069185549	0.0568749391692644	0.200704955526908
sense	NC_007795.1	RefSeq	CDS	2042547	2044037	.	-	0	ID=cds-YP_500667.1;Parent=gene-SAOUHSC_02181;Dbxref=Genbank:YP_500667.1,GeneID:3919548;Name=YP_500667.1;Note=phi PVL orfs 18-19-like protein;gbkey=CDS;locus_tag=SAOUHSC_02181;product=phi PVL orfs 18-19-like protein;protein_id=YP_500667.1;transl_table=11	4.66666666666667	3	2	0.5	4.5	3	19.2882009983085	6.25919879425244	0.971644572908645	6.44186049999266	1.18017732988784e-10	1.67585180844073e-08
sense	NC_007795.1	RefSeq	CDS	2044037	2048689	.	-	0	ID=cds-YP_500668.1;Parent=gene-SAOUHSC_02182;Dbxref=Genbank:YP_500668.1,GeneID:3919549;Name=YP_500668.1;Note=tail length tape measure protein;gbkey=CDS;locus_tag=SAOUHSC_02182;product=tail length tape measure protein;protein_id=YP_500668.1;transl_table=11	5.5	20	36	2	152.5	12	70.951430172261	5.37399077334255	0.738702488350089	7.27490547019206	3.46663115489558e-13	1.39474126798632e-10
sense	NC_007795.1	RefSeq	CDS	2048745	2048867	.	-	0	ID=cds-YP_500669.1;Parent=gene-SAOUHSC_02183;Dbxref=Genbank:YP_500669.1,GeneID:3919550;Name=YP_500669.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02183;product=hypothetical protein;protein_id=YP_500669.1;transl_table=11	0.5	0	0	0	0.5	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2048927	2049373	.	-	0	ID=cds-YP_500670.1;Parent=gene-SAOUHSC_02184;Dbxref=Genbank:YP_500670.1,GeneID:3919551;Name=YP_500670.1;Note=phi PVL orf 14-like protein;gbkey=CDS;locus_tag=SAOUHSC_02184;product=phi PVL orf 14-like protein;protein_id=YP_500670.1;transl_table=11	5.5	0	0	1	1	1	17.472515474269	5.19412112441971	1.18946229568305	4.3667808078246	1.26091150309944e-05	0.000330852213965441
sense	NC_007795.1	RefSeq	CDS	2049438	2050391	.	-	0	ID=cds-YP_500671.1;Parent=gene-SAOUHSC_02185;Dbxref=Genbank:YP_500671.1,GeneID:3919552;Name=YP_500671.1;Note=phi PVL orf 13-like protein;gbkey=CDS;locus_tag=SAOUHSC_02185;product=phi PVL orf 13-like protein;protein_id=YP_500671.1;transl_table=11	0	0	0	0	5	0	0.0252295297139654	1.14150269679663	1.25263898826073	0.911278275300682	0.362148770077755	NA
sense	NC_007795.1	RefSeq	CDS	2050392	2050772	.	-	0	ID=cds-YP_500672.1;Parent=gene-SAOUHSC_02186;Dbxref=Genbank:YP_500672.1,GeneID:3919553;Name=YP_500672.1;Note=phi PVL orf 12-like protein;gbkey=CDS;locus_tag=SAOUHSC_02186;product=phi PVL orf 12-like protein;protein_id=YP_500672.1;transl_table=11	0	0	0	0	2.5	0	0.0100918118855862	1.25158838808972	1.25171550996391	0.999898441879818	0.317359658542455	NA
sense	NC_007795.1	RefSeq	CDS	2050769	2051146	.	-	0	ID=cds-YP_500673.1;Parent=gene-SAOUHSC_02187;Dbxref=Genbank:YP_500673.1,GeneID:3919554;Name=YP_500673.1;Note=phage protein%2C HK97 gp10 family;gbkey=CDS;locus_tag=SAOUHSC_02187;product=HK97 family phage protein;protein_id=YP_500673.1;transl_table=11	0	0	0	5.5	6.5	0	0.530278846137118	0.206705491717694	1.30012364516712	0.158989102679634	0.873677459427432	NA
sense	NC_007795.1	RefSeq	CDS	2051146	2051481	.	-	0	ID=cds-YP_500674.1;Parent=gene-SAOUHSC_02188;Dbxref=Genbank:YP_500674.1,GeneID:3919555;Name=YP_500674.1;Note=phage head-tail adaptor%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02188;product=phage head-tail adaptor;protein_id=YP_500674.1;transl_table=11	0.5	0	0	0	0.5	2	0.0360209055926649	1.07756096403798	1.25325885569449	0.859807181207477	0.389895340071294	NA
sense	NC_007795.1	RefSeq	CDS	2051468	2051800	.	-	0	ID=cds-YP_500675.1;Parent=gene-SAOUHSC_02189;Dbxref=Genbank:YP_500675.1,GeneID:3919556;Name=YP_500675.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02189;product=hypothetical protein;protein_id=YP_500675.1;transl_table=11	0	0	0	0	0.25	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2051809	2051967	.	-	0	ID=cds-YP_500676.1;Parent=gene-SAOUHSC_02190;Dbxref=Genbank:YP_500676.1,GeneID:3919557;Name=YP_500676.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02190;product=hypothetical protein;protein_id=YP_500676.1;transl_table=11	0	0	0	0	1.25	0	0.00504590594279309	1.28749646901474	1.25159855988453	1.02868164783885	0.303629296566428	NA
sense	NC_007795.1	RefSeq	CDS	2052003	2053250	.	-	0	ID=cds-YP_500677.1;Parent=gene-SAOUHSC_02191;Dbxref=Genbank:YP_500677.1,GeneID:3919558;Name=YP_500677.1;Note=phage major capsid protein%2C HK97 family;gbkey=CDS;locus_tag=SAOUHSC_02191;product=HK97 family phage major capsid protein;protein_id=YP_500677.1;transl_table=11	2	0	0.5	1.5	30.8333333333333	1.5	6.14782019790709	2.20691763089052	1.20472787958376	1.83188060000157	0.066969211476909	0.224845168992014
sense	NC_007795.1	RefSeq	CDS	2053338	2053922	.	-	0	ID=cds-YP_500678.1;Parent=gene-SAOUHSC_02193;Dbxref=Genbank:YP_500678.1,GeneID:3919559;Name=YP_500678.1;Note=prohead protease;gbkey=CDS;locus_tag=SAOUHSC_02193;product=prohead protease;protein_id=YP_500678.1;transl_table=11	0	0	0	0	8	1	0.0583777003386771	0.959251231547399	1.25427533720284	0.764785213497561	0.444399454103783	NA
sense	NC_007795.1	RefSeq	CDS	2053915	2055105	.	-	0	ID=cds-YP_500679.1;Parent=gene-SAOUHSC_02194;Dbxref=Genbank:YP_500679.1,GeneID:3919560;Name=YP_500679.1;Note=phage portal protein%2C HK97 family;gbkey=CDS;locus_tag=SAOUHSC_02194;product=HK97 family phage portal protein;protein_id=YP_500679.1;transl_table=11	69.6666666666667	0	0	28	6.5	6	205.076481562147	1.85414311587378	1.32657712120674	1.39768965274114	NA	NA
sense	NC_007795.1	RefSeq	CDS	2055171	2055410	.	-	0	ID=cds-YP_500680.1;Parent=gene-SAOUHSC_02195;Dbxref=Genbank:YP_500680.1,GeneID:3919561;Name=YP_500680.1;Note=phi PVL orf 3-like protein-related protein;gbkey=CDS;locus_tag=SAOUHSC_02195;product=phi PVL orf 3-like protein;protein_id=YP_500680.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2055385	2057079	.	-	0	ID=cds-YP_500681.1;Parent=gene-SAOUHSC_02196;Dbxref=Genbank:YP_500681.1,GeneID:3919562;Name=YP_500681.1;Note=phage terminase%2C large subunit%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02196;product=phage terminase large subunit;protein_id=YP_500681.1;transl_table=11	6.5	0	0	4.5	26.5	18	18.1548425256167	3.29108611962446	1.09034273323635	3.01839597706667	0.00254116625447434	0.0235937513011579
sense	NC_007795.1	RefSeq	CDS	2057082	2057549	.	-	0	ID=cds-YP_500682.1;Parent=gene-SAOUHSC_02197;Dbxref=Genbank:YP_500682.1,GeneID:3919563;Name=YP_500682.1;Note=phage terminase%2C small subunit%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02197;product=phage terminase small subunit;protein_id=YP_500682.1;transl_table=11	0	0	0	0	3.5	1	0.0381940765675048	1.06218599482997	1.25340022568419	0.847443596278403	0.396747913192589	NA
sense	NC_007795.1	RefSeq	CDS	2057679	2058023	.	-	0	ID=cds-YP_500683.1;Parent=gene-SAOUHSC_02198;Dbxref=Genbank:YP_500683.1,GeneID:3919564;Name=YP_500683.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02198;product=hypothetical protein;protein_id=YP_500683.1;transl_table=11	0	0	0	0	0.5	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2058039	2058491	.	-	0	ID=cds-YP_500684.1;Parent=gene-SAOUHSC_02199;Dbxref=Genbank:YP_500684.1,GeneID:3919565;Name=YP_500684.1;Note=phi PVL orf 62-like protein;gbkey=CDS;locus_tag=SAOUHSC_02199;product=phi PVL orf 62-like protein;protein_id=YP_500684.1;transl_table=11	0	0	0	0	1	0	0.00504590594279309	1.28749646901474	1.25159855988453	1.02868164783885	0.303629296566428	NA
sense	NC_007795.1	RefSeq	CDS	2058606	2059076	.	-	0	ID=cds-YP_500685.1;Parent=gene-SAOUHSC_02200;Dbxref=Genbank:YP_500685.1,GeneID:3919566;Name=YP_500685.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02200;product=hypothetical protein;protein_id=YP_500685.1;transl_table=11	2.5	0	0	0	1.5	0	5.79880021647997	1.42380685230629	1.25685768121491	1.13283060889599	0.257285394779632	0.519303464045178
sense	NC_007795.1	RefSeq	CDS	2059299	2059448	.	-	0	ID=cds-YP_500687.1;Parent=gene-SAOUHSC_02202;Dbxref=Genbank:YP_500687.1,GeneID:3919567;Name=YP_500687.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02202;product=hypothetical protein;protein_id=YP_500687.1;transl_table=11	10.5	8.5	4.5	0	3.5	0	40.2146251774504	8.11619581924607	0.970397857304969	8.36378167794673	6.07392703339954e-17	7.33122992931324e-14
sense	NC_007795.1	RefSeq	CDS	2059445	2059651	.	-	0	ID=cds-YP_500688.1;Parent=gene-SAOUHSC_02203;Dbxref=Genbank:YP_500688.1,GeneID:3919568;Name=YP_500688.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02203;product=hypothetical protein;protein_id=YP_500688.1;transl_table=11	0	0	0	0	0.5	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	2059668	2059841	.	-	0	ID=cds-YP_500689.1;Parent=gene-SAOUHSC_02204;Dbxref=Genbank:YP_500689.1,GeneID:3919569;Name=YP_500689.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02204;product=hypothetical protein;protein_id=YP_500689.1;transl_table=11	0.5	0	0	0	2.5	0	0.0100918118855862	1.25158838808972	1.25171550996391	0.999898441879818	0.317359658542455	NA
sense	NC_007795.1	RefSeq	CDS	2059878	2060414	.	-	0	ID=cds-YP_500690.1;Parent=gene-SAOUHSC_02205;Dbxref=Genbank:YP_500690.1,GeneID:3919570;Name=YP_500690.1;Note=conserved hypothetical phage protein;gbkey=CDS;locus_tag=SAOUHSC_02205;product=hypothetical protein;protein_id=YP_500690.1;transl_table=11	3	0.5	1	0.5	362.5	61.5	12.6725839928496	1.03942004576883	1.1480556897334	0.905374238431065	0.365267158792821	0.625801931388126
